"mmdd","dd","Qw","Qw_max","Qw_min","Qw_std","Qs","Qs_max","Qs_min","Qs_std","Qs_m","Qs_m_max","Qs_m_min","Qs_m_std","Qw_m.avg","Qs_m_m.avg"
"249",906,248,2589.243902439,7880,236,1640.6685646481,121.7915121951,568,0.413,131.1010693828,45.9590612056981,214.339622641509,0.155849056603774,49.4721016538868,2527.05226480837,42.8636773913585
"250",907,249,2556.0243902439,7670,225,1670.7030479383,118.1481707317,659,0.353,141.4028647775,44.5842153704528,248.679245283019,0.133207547169811,53.359571614151,2530.9268292683,42.2734736572183
"251",908,250,2504.0731707317,7990,200,1660.6197696981,109.2074634146,644,0.238,136.2109270815,41.2103635526792,243.018867924528,0.089811320754717,51.4003498420755,2532.6968641115,41.299566419035
"252",909,251,2493.5365853659,7910,186,1631.5978686178,105.311,715,0.193,127.841517568,39.74,269.811320754717,0.0728301886792453,48.2420821011321,2529.22299651567,39.7259838274879
"253",910,252,2496.243902439,7500,299,1609.807686969,97.6582439024,599,0.362,107.9488103973,36.8521675103396,226.037735849057,0.136603773584906,40.7354001499245,2529.76306620209,38.1391650778976
"254",911,253,2512.2195121951,7090,385,1538.6188857575,93.8072682927,458,2.89,87.7482538513,35.3989691670566,172.830188679245,1.09056603773585,33.1125486231321,2534.48780487804,36.4399171652022
"255",912,254,2553.2195121951,6680,454,1564.7838111413,90.9933414634,292,2.88,78.0954169544,34.3371099861887,110.188679245283,1.08679245283019,29.4699686620377,2539.66550522647,34.860487541903
"256",913,255,2593.0243902439,6870,731,1629.1609111412,92.3560243902,307,5.65,82.6243016181,34.851329958566,115.849056603774,2.13207547169811,31.1789817426793,2540.89547038326,33.425343659186
"257",914,256,2589.0975609756,7240,491,1648.9671131481,86.6271219512,318,5.61,77.2043419466,32.6894799815849,120,2.11698113207547,29.1337139421132,2541.15679442507,32.2997023732776
"258",915,257,2540.3170731707,7580,419,1639.7776897956,79.9090439024,261,4.96,69.081947804,30.1543561895849,98.4905660377358,1.87169811320755,26.0686595486792,2543.62717770034,31.5350358293261
"259",916,258,2502.1463414634,7390,348,1622.2453661665,78.6890809756,261,3.42432,66.3058619183,29.6939928209811,98.4905660377358,1.29219622641509,25.0210799691698,2544.05574912891,31.2044644270512
"260",917,259,2498.0731707317,7200,272,1650.6817892956,76.7775980488,300,2.08352,70.32444282,28.9726785089811,113.207547169811,0.786233962264151,26.5375255924528,2537.48432055749,30.8084449148571
"261",918,260,2529.512195122,7220,211,1709.6832326772,79.6227039024,303,1.32086,74.0660505598,30.0463033593962,114.339622641509,0.498437735849057,27.949453041434,2525.8362369338,30.4475700216873
"262",919,261,2556.2195121951,7140,176,1767.2558602562,84.8612419512,345,0.86592,85.1833919906,32.0231101702642,130.188679245283,0.326762264150943,32.1446762228679,2522.59233449479,30.3984505896981
"263",920,262,2547.0243902439,7180,144,1801.289072967,85.009862439,356,0.42336,86.4855536131,32.0791933732076,134.339622641509,0.159758490566038,32.6360579672075,2524.2055749129,30.3570428058598
"264",921,263,2507.5609756098,7020,116,1798.837097249,79.9328926829,286,0.2146,80.5331732819,30.1633557293962,107.924528301887,0.0809811320754717,30.3898767101509,2524.31010452963,30.3157813082588
"265",922,264,2517.6097560976,6830,108,1764.5321458966,78.997878439,271,0.092016,79.1769359194,29.8105201656604,102.264150943396,0.0347230188679245,29.8780890261887,2512.32473867596,29.9187120504852
"266",923,265,2513.4390243902,6750,111,1744.8299351052,77.9209665854,250,0.14763,76.0064447861,29.4041383341132,94.3396226415094,0.0557094339622642,28.6816772777736,2501.31324041811,29.1017531812453
"267",924,266,2498.8048780488,6670,104,1768.5990673343,76.0121972683,250,0.075088,74.1951251966,28.6838480257736,94.3396226415094,0.0283350943396226,27.9981604515472,2503.42508710801,28.4682588942156
"268",925,267,2445.6146341463,6450,71.2,1738.2579062902,72.2570691707,237,0.055836,70.9444061693,27.2668185549811,89.4339622641509,0.0210701886792453,26.7714740261509,2517.63588850174,28.1505308084906
"269",926,268,2479.1390243902,6800,41.7,1748.4893872824,69.7066549268,224,0.051852,65.7987359265,26.3043980855849,84.5283018867924,0.0195667924528302,24.8297116703774,2526.34459930313,27.8134250429272
"270",927,269,2561.8073170732,7470,30.1,1828.8695694869,73.2585434146,198,0.043,64.3438194018,27.644733364,74.7169811320755,0.0162264150943396,24.280686566717,2528.23567944251,27.3135621200431
"271",928,270,2607.0365853659,7400,20.7,1824.7378446994,74.0390366927,208,0.006,61.3215920231,27.9392591293208,78.4905660377358,0.00226415094339623,23.1402234049434,2537.48609756099,27.095798280717
"272",929,271,2578.5707317073,7120,15.9,1769.0753043955,72.7445664878,191,0.002,58.6608400473,27.450779806717,72.0754716981132,0.000754716981132075,22.1361660555849,2559.2892334495,27.1442691715202
"273",930,272,2526.6765853659,6880,8.74,1745.2282382193,68.6485093659,193,0.001,56.3129547908,25.9050978739245,72.8301886792453,0.000377358490566038,21.2501716191698,2564.06379790944,26.9624824605876
"274",1001,273,2563.5578048781,6620,0.87,1722.3627258791,71.9726780488,246,0,62.783654924,27.1595011504906,92.8301886792453,0,23.6919452543396,2540.08574912896,26.1988469336658
"275",1002,274,2598.2365853659,6410,0.7,1675.143158025,73.1562041951,256,0,61.2571151157,27.6061147906038,96.6037735849057,0,23.1158924964906,2499.28331010456,25.2175249674555
"276",1003,275,2512.5609756098,6910,0,1648.7076954206,66.334511439,193,0,51.0542398315,25.0318911090566,72.8301886792453,0,19.2657508798113,2460.09515679446,24.1820505344798
"277",1004,276,2393.9609756098,6870,0,1632.2292125921,59.0931043902,203,0,49.565053302,22.2992846755472,76.6037735849057,0,18.7037936988679,2431.28003484323,23.4166767352507
"278",1005,277,2321.4195121951,6900,0,1631.9993307627,55.8355142195,208,0,48.3827064961,21.0700053658491,78.4905660377358,0,18.2576250928679,2399.21393728224,22.4849284700485
"279",1006,278,2304.2536585366,6750,0,1621.9713308344,53.5365157561,207,0,47.3138115,20.2024587758868,78.1132075471698,0,17.854268490566,2359.17421602789,21.5103195891105
"280",1007,279,2324.9707317073,6640,0,1601.9873891894,54.4508253902,186,0,45.7330443893,20.5474812793208,70.188679245283,0,17.2577525997358,2337.1362369338,20.8558435533477
"281",1008,280,2339.0951219512,7190,0,1593.161435786,54.6887477293,167,0,43.2199814188,20.6372632940755,63.0188679245283,0,16.3094269504906,2331.79163763066,20.7403490868464
"282",1009,281,2317.9585365854,6900,0,1642.9088138079,55.0772094537,164,0,48.0006263603,20.7838526240377,61.8867924528302,0,18.1134439095472,2336.60142857143,20.677097413876
"283",1010,282,2358.2951219512,6450,0,1674.5782606303,54.1939809756,190,0,47.7241589109,20.450558858717,71.6981132075472,0,18.0091165701509,2339.63923344947,20.6101011476873
"284",1011,283,2356.5487804878,6210,0,1677.2063586694,56.9506820366,179,0,50.4909365429,21.4908234100377,67.5471698113208,0,19.0531836010943,2334.6056097561,20.5854289386307
"285",1012,284,2355.0880487805,6160,0,1677.2205569799,54.6621956859,173,0,48.4586970019,20.6272436550566,65.2830188679245,0,18.286300755434,2320.75341463416,20.4935031343288
"286",1013,285,2325.5182926829,5930,0,1614.8291989308,52.2937350183,162,0,46.3842479153,19.733484912566,61.1320754716981,0,17.5034897793585,2306.36466898956,20.2354522952345
"287",1014,286,2289.7353658537,5730,0,1582.5541607732,53.9931559122,186,0,50.1359109312,20.3747758159245,70.188679245283,0,18.9192116721509,2282.91860627179,20.0148089799515
"288",1015,287,2242.1297560976,6020,0,1553.5000599622,52.9835240595,241,0,51.8165259993,19.9937826639623,90.9433962264151,0,19.5534060374717,2261.18048780489,19.6499538124798
"289",1016,288,2217.2373170732,6640,0,1555.6851447498,50.2903663885,260,0,50.5397883316,18.9774967503774,98.1132075471698,0,19.0716182383396,2239.50658536586,19.3539352270836
"290",1017,289,2194.1726829268,6670,4.08,1544.5542672872,50.1010474771,259,0.00094656,49.4564830954,18.9060556517358,97.7358490566038,0.000357192452830189,18.6628238095849,2214.91362369339,19.1232313318491
"291",1018,290,2204.3819512195,6330,3.56,1549.7453663606,50.18261868,237,0.00061588,50.9551988011,18.9368372377358,89.4339622641509,0.000232407547169811,19.2283769060755,2195.25717770034,18.7996915259191
"292",1019,291,2203.3707317073,5610,3.2,1507.3941041154,49.1710509268,197.578,0.001088,48.3361959353,18.555113557283,74.5577358490566,0.000410566037735849,18.2400739378491,2181.90860627177,18.521505195186
"293",1020,292,2153.3675609756,5600,3.07,1444.902526693,48.0141777617,147,0.00088723,44.5962844238,18.1185576459245,55.4716981132075,0.000334803773584906,16.8287865750189,2165.37644599303,18.2620429153531
"294",1021,293,2152.1402439024,5680,2.75,1463.9571864991,47.9914925122,225.72,0.000693,47.119163284,18.1099971744151,85.177358490566,0.000261509433962264,17.7808163335849,2156.62006968641,18.0135319804205
"295",1022,294,2148.6897560976,5700,2.28,1518.1582658941,47.8231676244,253.48,0.0006726,50.6909641074,18.0464783488302,95.6528301886792,0.000253811320754717,19.1286657009057,2146.46097560976,17.6893677073531
"296",1023,295,2101.512195122,5700,19,1550.1662349882,45.4773410976,253.48,0.005985,50.0279238264,17.1612607915472,95.6528301886792,0.00225849056603774,18.878461821283,2134.30696864111,17.4008554096765
"297",1024,296,2132.8780487805,5700,105,1517.8957341518,45.4911696341,193.56,0.046515,45.0989624591,17.1664791072075,73.0415094339623,0.0175528301886792,17.0184763996604,2124.88860627177,17.0747461621186
"298",1025,297,2133.2682926829,5930,156,1493.7411761144,44.1693714146,213.42,0.119808,46.2068262917,16.6676873262642,80.5358490566038,0.0452105660377358,17.436538223283,2112.78843205574,16.6887118540539
"299",1026,298,2118.2926829268,6100,356,1477.0315542314,43.8191478049,181.48,0.96976,44.9115212044,16.5355274735472,68.4830188679245,0.365947169811321,16.947743850717,2096.4006968641,16.2740982552129
"300",1027,299,2087.4390243902,5960,446,1434.4499128373,41.9648512195,179.75,1.78,44.4060468805,15.8357929130189,67.8301886792453,0.671698113207547,16.7569988228302,2077.46689895469,15.8961715508518
"301",1028,300,2067.4390243902,5510,427,1374.8715767078,40.8305560976,163.92,1.27,41.831573474,15.4077570179623,61.8566037735849,0.479245283018868,15.7854994241509,2050.48083623691,15.5240866057466
"302",1029,301,2033.9756097561,5360,342,1340.8448174156,40.1320853659,190.22,0.684,41.5905593357,15.1441831569434,71.7811320754717,0.25811320754717,15.694550692717,2016.48083623691,15.1611994740701
"303",1030,302,1968.9756097561,5310,344,1294.8650989158,38.4668007317,145,0.678,40.0724711761,14.5157738610189,54.7169811320755,0.255849056603774,15.1216872362642,1980.30662020904,14.671754585504
"304",1031,303,1943.9756097561,5310,374,1260.9034556183,38.5889939024,149,0.605,40.632808007,14.5618844914717,56.2264150943396,0.228301886792453,15.3331350969811,1943.08013937281,14.2695474327871
"305",1101,304,1895.2682926829,5180,313,1217.5790533758,37.437815122,133,0.725,39.8246324228,14.1274774045283,50.188679245283,0.273584905660377,15.0281631784151,1902.85017421603,13.7950094010997
"306",1102,305,1865.0731707317,5220,232,1194.8982883544,34.739945122,123,0.485,37.8448099128,13.1094132535849,46.4150943396226,0.183018867924528,14.2810603444528,1860.91289198606,13.2957158635256
"307",1103,306,1826.8536585366,5130,229,1165.7529875788,34.5039085366,131,0.538,37.7541914747,13.020342844,49.4339622641509,0.203018867924528,14.246864707434,1819.98954703833,12.7641035697898
"308",1104,307,1785.8292682927,5050,355,1139.2238345128,32.0278756098,144,0.735,35.940873061,12.0859907961509,54.3396226415094,0.277358490566038,13.5625936079245,1778.11846689896,12.2348162119569
"309",1105,308,1740.4146341463,5250,350,1093.9497012114,30.8701902439,127,0.707,32.7105227299,11.6491283939245,47.9245283018868,0.266792452830189,12.3435934829811,1743.84320557491,11.7929819867224
"310",1106,309,1682.512195122,5210,330,1052.8677533753,28.6053926829,121,0.863,31.3761259842,10.7944878048679,45.6603773584906,0.325660377358491,11.8400475412075,1701.23344947736,11.3325649858652
"311",1107,310,1650.8780487805,5090,277,1040.717641705,28.7707134146,123,0.691,31.6386381096,10.8568729866415,46.4150943396226,0.260754716981132,11.9391087206038,1653.6480836237,10.7852435079892
"312",1108,311,1655.3414634146,4560,278,988.6414822815,29.2417902439,140,0.627,31.4431964323,11.0346378278868,52.8301886792453,0.236603773584906,11.8653571442642,1606.73170731707,10.3492998356442
"313",1109,312,1566.8048780488,4170,318,927.2114704724,26.1992097561,151,0.563,29.8234422262,9.88649424758491,56.9811320754717,0.212452830188679,11.2541291419623,1563.72822299651,9.92389282755795
"314",1110,313,1493.756097561,4160,338,921.5315181937,24.351095122,148,0.706,29.6457865311,9.18909249886792,55.8490566037736,0.266415094339623,11.1870892570189,1526.32404181184,9.57105797120755
"315",1111,314,1457.4146341463,4130,359,931.8892631533,23.9411204878,155,0.87,31.345250407,9.03438508973585,58.4905660377358,0.328301886792453,11.82839638,1486.34494773519,9.04521502860377
"316",1112,315,1439.3902439024,3980,332,926.1284705172,22.9788902439,150,0.776,28.9567931628,8.67127933732075,56.6037735849057,0.292830188679245,10.9270917595472,1441.71777003484,8.45452993229111
"317",1113,316,1420.6829268293,3920,300,915.9769221717,22.0603060976,162,0.793,29.2828202839,8.3246438104151,61.1320754716981,0.299245283018868,11.0501208618491,1404.1881533101,7.95628270330997
"318",1114,317,1371.0243902439,3730,370,838.6972185421,19.0163268293,137,0.359,24.9507806277,7.17597238841509,51.6981132075472,0.135471698113208,9.41538891611321,1369.1881533101,7.54486741174124
"319",1115,318,1342.9512195122,3240,354,791.7988365494,18.2845817073,114,0.573,22.1108770393,6.89984215369811,43.0188679245283,0.21622641509434,8.34372718464151,1330.96167247387,7.03979405693261
"320",1116,319,1304.0975609756,3050,320,765.2801057416,16.9567236585,101.311,0.653,21.8791335904,6.39876364471698,38.2305660377358,0.246415094339623,8.25627682656604,1290.40766550524,6.4906556702372
"321",1117,320,1248.756097561,3180,255,768.9910201195,16.7193414634,106.53,0.61,22.5135771773,6.30918545788679,40.2,0.230188679245283,8.49568950086793,1247.89895470384,5.97812322660916
"322",1118,321,1189.8292682927,3080,238,738.1604467336,14.5720097561,88.088,0.528,19.0143263143,5.49887160607547,33.2407547169811,0.199245283018868,7.17521747709434,1208.42857142859,5.52468654263073
"323",1119,322,1155.512195122,2790,189,702.358175077,12.7923731707,61.875,0.423,14.5987342542,4.82731063045283,23.3490566037736,0.159622641509434,5.50895632233962,1173.27874564461,5.10522337781671
"324",1120,323,1123.1219512195,2660,186,675.0105256632,12.5528292683,51.8,0.354,14.3847767024,4.73691670501887,19.5471698113208,0.133584905660377,5.42821762354717,1142.55400696866,4.7863923739407
"325",1121,324,1094.7317073171,2790,170,666.8217162177,10.6050763415,39.1,0.246,10.8700290785,4.00191560056604,14.7547169811321,0.0928301886792453,4.1018977654717,1115.0662020906,4.48250069029111
"326",1122,325,1096.9024390244,2720,152,652.4817930363,10.50354,45.36,0.226,11.0449051649,3.9636,17.1169811320755,0.0852830188679245,4.1678887414717,1091.57142857143,4.2039903359407
"327",1123,326,1089.0243902439,2570,155,626.1625383159,11.0424085366,40.3,0.253,10.980475344,4.16694661758491,15.2075471698113,0.0954716981132075,4.14357560150943,1067.11498257839,4.00084357373046
"328",1124,327,1056.3414634146,2500,162,624.3099634699,11.0821507317,59.7,0.262,13.2073623367,4.18194367233962,22.5283018867925,0.0988679245283019,4.98391031573585,1052.60278745644,3.87760912497574
"329",1125,328,1025.3658536585,2530,207,602.6785941154,9.4056426829,39.1,0.12,10.2360532105,3.54929912562264,14.7547169811321,0.0452830188679245,3.86266158886792,1043.57839721254,3.82997349286792
"330",1126,329,984.3170731707,2460,173,604.0176917535,9.0240007317,32.64,0.095,9.6865311661,3.40528329498113,12.3169811320755,0.0358490566037736,3.65529477966038,1034.80836236934,3.8218530011159
"331",1127,330,1021.5365853659,2780,168,651.9704401873,10.2668302439,60.9,0.128,12.8368432821,3.87427556373585,22.9811320754717,0.0483018867924528,4.84409180456604,1023.27526132404,3.73030025639353
"332",1128,331,1031.5609756098,3430,165,712.5055806371,9.7214353659,60,0.083,12.935466129,3.66846617581132,22.6415094339623,0.0313207547169811,4.88130797320755,1014.46689895471,3.59021501545013
"333",1129,332,1035.512195122,3500,142,729.0243864903,10.352904878,67.6,0.119,14.9473046096,3.90675655773585,25.5094339622642,0.0449056603773585,5.64049230550943,1008.36585365856,3.48461664584906
"334",1130,333,1008.2926829268,3370,143,707.8954104916,9.344105122,64,0.146,13.0630366183,3.5260774045283,24.1509433962264,0.0550943396226415,4.92944778049057,1011.10452961676,3.41761859181132
"335",1201,334,994.6829268293,3370,149,661.6255904598,8.4835695122,42.5,0.226,10.4668903382,3.20134698573585,16.0377358490566,0.0852830188679245,3.9497699389434,1001.11149825787,3.27875626849057
"336",1202,335,982.6585365854,3340,173,663.5150567152,7.4467929268,38.1,0.236,8.4109982942,2.81011053841509,14.377358490566,0.0890566037735849,3.17396162045283,987.121951219543,3.14484179869542
"337",1203,336,1003.4878048781,3270,178,658.2335118311,7.7811868293,43.2,0.251,9.41369508,2.93629691671698,16.3018867924528,0.0947169811320755,3.55233776603774,966.261324041829,2.91479811977898
"338",1204,337,951.5853658537,2930,197,611.032322206,7.6909341463,43.04,0.252,9.147421315,2.90223930049057,16.2415094339623,0.0950943396226415,3.4518571,944.128919860643,2.72834869501887
"339",1205,338,933.6341463415,2360,152,542.8824346071,7.2373219512,30.9,0.2,7.486207476,2.73106488724528,11.6603773584906,0.0754716981132075,2.82498395320755,923.9930313589,2.57448282163881
"340",1206,339,889.487804878,2340,126,512.1024371135,6.0855946341,24.8,0.152,6.3228248346,2.29645080532075,9.35849056603774,0.0573584905660377,2.38597163569811,911.637630662029,2.56644860955795
"341",1207,340,853.3658536585,2130,125,491.4789291566,5.8854682927,21.5,0.144,6.3882186268,2.22093143120755,8.11320754716981,0.0543396226415094,2.41064853841509,890.435540069686,2.53305857602695
"342",1208,341,853.7317073171,2080,123,496.5286509553,5.629357561,24.3,0.129,6.1153963075,2.12428587207547,9.16981132075472,0.0486792452830189,2.30769671981132,867.533101045286,2.38476256656065
"343",1209,342,896.1707317073,3230,143,639.6878106717,7.2977582927,72.029,0.12,12.025347018,2.75387105384906,27.1807547169811,0.0452830188679245,4.53786679924528,844.808362369329,2.23405277759569
"344",1210,343,855.0731707317,3150,140,625.4279091248,7.1618017073,68.355,0.15,12.200781357,2.702566682,25.7943396226415,0.0566037735849057,4.60406843660377,820.714285714286,2.14420124909973
"345",1211,344,791.2682926829,2510,140,552.3727918892,4.9400431707,29.367,0.13,6.4380358139,1.86416723422642,11.0818867924528,0.0490566037735849,2.4294474769434,796.940766550529,1.99857333508895
"346",1212,345,774.5609756098,2380,143,543.293891406,4.4416553659,23.5,0.13,5.7491592089,1.67609636449057,8.86792452830189,0.0490566037735849,2.16949404109434,767.372822299657,1.86359588456065
"347",1213,346,720.8292682927,2030,140,473.0491466243,4.4188487805,23.3,0.14,5.6592203067,1.66749010584906,8.79245283018868,0.0528301886792453,2.13555483271698,727.592334494786,1.62347781211321
"348",1214,347,686.9512195122,2050,142,449.2222696628,3.1840704878,13.9,0.12,3.6933764244,1.20153603313208,5.24528301886792,0.0452830188679245,1.39372695260377,696.128919860643,1.39908965223181
"349",1215,348,646.756097561,2230,150,434.3927244147,3.1255258537,22.1,0.19474,4.2028128048,1.17944371837736,8.33962264150943,0.0734867924528302,1.58596709615094,671.2324041812,1.27499553088949
"350",1216,349,617.7073170732,2140,148,401.0415342519,2.8435680488,21.6,0.15392,3.7602859523,1.07304454671698,8.15094339622642,0.0580830188679245,1.4189758310566,646.155749128929,1.16101560846361
"351",1217,350,634.8292682927,2180,119,431.2455740317,2.9994013415,21.8,0.069615,4.0790760059,1.13184956283019,8.22641509433962,0.0262698113207547,1.53927396449057,629.183623693386,1.05546058906739
"352",1218,351,616.9926829268,2160,86.7,407.388085485,2.6380972198,19.5,0.04945,3.5107476037,0.995508384830189,7.35849056603774,0.0186603773584906,1.32481041649057,616.434494773529,1.00563450268464
"353",1219,352,599.0243902439,2050,90,389.4446358473,2.3273278049,17.1,0.0486,2.923418772,0.878236907509434,6.45283018867925,0.0183396226415094,1.10317689509434,607.741114982586,0.955463254242588
"354",1220,353,602.0243902439,2020,100,397.9927441427,2.4608031707,21.4,0.0355,3.6295135629,0.928604970075472,8.07547169811321,0.0133962264150943,1.36962775958491,603.660975609757,0.938312195137466
"355",1221,354,597.7073170732,1960,116,362.1660008824,2.2597965854,18.3,0.03654,3.2166970013,0.85275342845283,6.90566037735849,0.013788679245283,1.21384792501887,596.410104529614,0.890945322479784
"356",1222,355,585.9024390244,1860,108,316.7991323282,2.1948491951,19.9,0.02538,3.1638918799,0.828244979283019,7.50943396226415,0.00957735849056604,1.19392146411321,590.4425087108,0.857609473407008
"357",1223,356,589.1463414634,1880,96,321.2011488908,2.5254159024,27.8,0.014592,4.3551522671,0.952987132981132,10.4905660377358,0.00550641509433962,1.64345368569811,587.465156794428,0.845739057261455
"358",1224,357,584.0731707317,1800,92,315.9573855953,2.1207458537,17.4,0.04002,2.7644020439,0.800281454226415,6.56603773584906,0.0151018867924528,1.04317058260377,583.158536585371,0.832855735983827
"359",1225,358,575.2195121951,1740,96,304.2026883671,2.0197172195,16,0.033216,2.6037922021,0.762157441320755,6.0377358490566,0.0125343396226415,0.982563095132076,578.986411149829,0.810138330814016
"360",1226,359,578.1829268293,1760,95.5,329.2860032726,2.1071315854,16.8,0.025245,2.9464526485,0.795143994490566,6.33962264150943,0.00952641509433962,1.11186892396226,576.558188153314,0.799800345148248
"361",1227,360,571.8780487805,1890,84,330.0023632584,2.221817561,21,0.03,3.8118858723,0.838421721132075,7.92452830188679,0.0113207547169811,1.43844749898113,570.1236933798,0.763279554932615
"362",1228,361,568.5024390244,1640,57.5,308.0266266801,1.8383887195,12.8,0.0140875,2.5357858979,0.693731592264151,4.83018867924528,0.00531603773584906,0.956900338830189,563.094668989557,0.76667176122911
"363",1229,362,568.9048780488,1780,38.4,325.5691047621,2.003079561,15.7,0.011712,2.8979880506,0.755879079622641,5.92452830188679,0.00441962264150943,1.09358039645283,563.094668989557,0.76667176122911
"364",1230,363,544.1048780488,1710,27,319.3792979759,1.8479552439,12.7,0.009855,2.6040559786,0.697341601471698,4.79245283018868,0.0037188679245283,0.982662633433962,556.530209059243,0.757170997309973
"365",1231,364,534.87,1700,19.5,340.3139600202,2.1836712805,16.2,0.0045825,3.2613806823,0.824026898301887,6.11320754716981,0.00172924528301887,1.23070969143396,548.454599303143,0.735697530738544
